HotelName,StartRating,Value,Location,Sleep Quality,Rooms,Cleanliness,Service,Overall Rating,Continent of Origin,Travel Type
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Hilton Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
The Regent Singapore,5.0 ,3 ,3 ,3 ,4 ,4 ,4 ,4 ,Europe,Business
Park Hotel Clarke Quay,4.0 ,3 ,5 ,4 ,3 ,4 ,4 ,4 ,Europe,Business
Wangz Hotel,4.0 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Europe,Business
Wangz Hotel,4.0 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Business
Swissotel Merchant Court,4.0 ,4 ,4 ,5 ,4 ,5 ,4 ,4 ,Europe,Business
Swissotel Merchant Court,4.0 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,Europe,Business
Ibis Singapore on Bencoolen,3.0 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Europe,Business
Ibis Singapore on Bencoolen,3.0 ,3 ,4 ,3 ,3 ,4 ,4 ,4 ,Europe,Business
Marina Mandarin Singapore,4.5 ,2 ,5 ,3 ,1 ,3 ,1 ,2 ,Europe,Business
Marina Mandarin Singapore,4.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Business
Grand Park Orchard,5.0 ,4 ,5 ,5 ,5 ,3 ,1 ,2 ,Europe,Business
Pan Pacific Orchard,4.5 ,3 ,3 ,4 ,3 ,5 ,4 ,4 ,Europe,Business
The Scarlet Hotel,4.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Europe,Business
The Scarlet Hotel,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Business
The Scarlet Hotel,4.0 ,5 ,4 ,5 ,3 ,5 ,4 ,3 ,Europe,Business
The Scarlet Hotel,4.0 ,4 ,4 ,4 ,5 ,5 ,5 ,5 ,Europe,Business
"Traders Hotel, Singapore",4.0 ,1 ,4 ,4 ,3 ,5 ,5 ,3 ,Europe,Business
Grand Park City Hall,5.0 ,5 ,5 ,5 ,4 ,3 ,5 ,5 ,Europe,Business
Grand Park City Hall,5.0 ,3 ,4 ,3 ,2 ,3 ,3 ,3 ,Europe,Business
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Marina Bay Sands,5.0 ,4 ,3 ,5 ,4 ,5 ,5 ,4 ,Europe,Business
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Marina Bay Sands,5.0 ,1 ,1 ,3 ,1 ,2 ,1 ,1 ,Europe,Business
Marina Bay Sands,5.0 ,1 ,2 ,2 ,2 ,3 ,5 ,1 ,Europe,Business
Marina Bay Sands,5.0 ,2 ,1 ,3 ,3 ,4 ,2 ,2 ,Europe,Business
Furama RiverFront,4.0 ,2 ,3 ,4 ,1 ,2 ,1 ,2 ,Europe,Business
M Hotel Singapore,4.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Europe,Business
M Hotel Singapore,4.0 ,5 ,4 ,4 ,5 ,5 ,5 ,5 ,Europe,Business
Carlton Hotel Singapore,4.0 ,4 ,5 ,4 ,3 ,5 ,4 ,4 ,Europe,Business
Orchard Hotel Singapore,4.0 ,2 ,5 ,3 ,4 ,4 ,4 ,4 ,Europe,Business
Mandarin Orchard Singapore,4.5 ,2 ,4 ,2 ,3 ,3 ,3 ,2 ,Europe,Business
Mandarin Orchard Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Business
Amara Singapore Hotel,4.0 ,4 ,5 ,5 ,4 ,5 ,4 ,4 ,Europe,Business
Hotel Re!,4.0 ,2 ,1 ,1 ,1 ,2 ,3 ,2 ,Europe,Business
Value Hotel Thomson,3.0 ,4 ,3 ,4 ,4 ,5 ,4 ,4 ,Europe,Business
Studio M Hotel,4.0 ,3 ,4 ,5 ,3 ,4 ,3 ,4 ,Europe,Business
Studio M Hotel,4.0 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Europe,Business
Orchard Parade - A Far East Hotel,3.5 ,3 ,4 ,4 ,3 ,3 ,3 ,3 ,Europe,Business
Orchard Parade - A Far East Hotel,3.5 ,4 ,4 ,4 ,3 ,4 ,4 ,4 ,Europe,Business
Orchard Parade - A Far East Hotel,3.5 ,4 ,4 ,4 ,4 ,3 ,3 ,4 ,Europe,Business
Fragrance Hotel - Emerald,2.0 ,5 ,3 ,4 ,4 ,5 ,4 ,4 ,Europe,Business
Moon Hotel,3.5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Business
Sheraton Towers Singapore,4.5 ,3 ,5 ,3 ,4 ,5 ,5 ,5 ,Europe,Business
Link Hotel,4.0 ,3 ,4 ,3 ,3 ,4 ,3 ,3 ,Europe,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Shangri-La Hotel,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Conrad Centennial Singapore,5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Raffles Hotel Singapore,5.0 ,4 ,5 ,5 ,4 ,5 ,5 ,4 ,Europe,Couple
Raffles Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Raffles Hotel Singapore,5.0 ,1 ,2 ,2 ,2 ,2 ,1 ,1 ,Europe,Couple
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,3 ,4 ,4 ,Europe,Couple
Fairmont Singapore,4.5 ,4 ,5 ,4 ,5 ,5 ,4 ,5 ,Europe,Couple
Four Seasons Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
The St. Regis Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Couple
Fullerton Hotel Singapore,5.0 ,3 ,5 ,4 ,4 ,5 ,5 ,4 ,Europe,Couple
Fullerton Hotel Singapore,5.0 ,4 ,5 ,3 ,1 ,3 ,2 ,3 ,Europe,Couple
Fullerton Hotel Singapore,5.0 ,2 ,5 ,3 ,1 ,2 ,1 ,2 ,Europe,Couple
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Grand Hyatt Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Grand Hyatt Singapore,5.0 ,3 ,4 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Grand Hyatt Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Park Hotel Clarke Quay,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Goodwood Park Hotel,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Couple
Swissotel The Stamford,4.5 ,3 ,4 ,4 ,3 ,5 ,4 ,3 ,Europe,Couple
Swissotel The Stamford,4.5 ,3 ,5 ,5 ,5 ,4 ,3 ,4 ,Europe,Couple
Swissotel The Stamford,4.5 ,3 ,5 ,5 ,3 ,5 ,5 ,4 ,Europe,Couple
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Europe,Couple
Swissotel Merchant Court,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Swissotel Merchant Court,4.0 ,2 ,5 ,4 ,3 ,4 ,5 ,4 ,Europe,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,4 ,5 ,4 ,5 ,Europe,Couple
PARKROYAL on Beach Road,4.0 ,5 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Couple
New Majestic Hotel,4.0 ,5 ,5 ,3 ,5 ,5 ,5 ,5 ,Europe,Couple
New Majestic Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,3 ,5 ,4 ,4 ,1 ,3 ,3 ,Europe,Couple
The Scarlet Hotel,4.0 ,4 ,5 ,3 ,5 ,5 ,4 ,5 ,Europe,Couple
The Scarlet Hotel,4.0 ,3 ,5 ,2 ,2 ,5 ,2 ,2 ,Europe,Couple
The Scarlet Hotel,4.0 ,5 ,5 ,4 ,4 ,5 ,4 ,4 ,Europe,Couple
The Scarlet Hotel,4.0 ,2 ,5 ,2 ,2 ,5 ,2 ,3 ,Europe,Couple
The Scarlet Hotel,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
The Scarlet Hotel,4.0 ,3 ,5 ,4 ,4 ,3 ,3 ,4 ,Europe,Couple
"Traders Hotel, Singapore",4.0 ,3 ,4 ,3 ,3 ,4 ,4 ,3 ,Europe,Couple
"Traders Hotel, Singapore",4.0 ,1 ,2 ,3 ,1 ,4 ,4 ,1 ,Europe,Couple
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,3 ,3 ,5 ,4 ,5 ,2 ,3 ,Europe,Couple
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,4 ,4 ,5 ,5 ,5 ,3 ,4 ,Europe,Couple
Marina Bay Sands,5.0 ,3 ,4 ,5 ,5 ,5 ,3 ,4 ,Europe,Couple
Marina Bay Sands,5.0 ,1 ,4 ,2 ,2 ,3 ,2 ,1 ,Europe,Couple
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,1 ,1 ,3 ,1 ,2 ,1 ,1 ,Europe,Couple
Marina Bay Sands,5.0 ,3 ,5 ,3 ,3 ,4 ,4 ,4 ,Europe,Couple
Marina Bay Sands,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,Europe,Couple
Marina Bay Sands,5.0 ,2 ,4 ,3 ,3 ,4 ,2 ,4 ,Europe,Couple
Marina Bay Sands,5.0 ,5 ,3 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Aqueen Hotel Lavender,,3 ,2 ,4 ,3 ,4 ,3 ,3 ,Europe,Couple
Aqueen Hotel Lavender,,5 ,4 ,5 ,4 ,5 ,4 ,4 ,Europe,Couple
PARKROYAL on Kitchener Road,4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Concorde Hotel Singapore,4.0 ,3 ,4 ,1 ,3 ,5 ,2 ,3 ,Europe,Couple
Concorde Hotel Singapore,4.0 ,3 ,4 ,3 ,3 ,4 ,4 ,3 ,Europe,Couple
Furama RiverFront,4.0 ,3 ,3 ,3 ,3 ,4 ,3 ,3 ,Europe,Couple
Hotel 1929,3.0 ,4 ,5 ,3 ,3 ,5 ,5 ,3 ,Europe,Couple
Hotel 1929,3.0 ,3 ,5 ,3 ,3 ,5 ,5 ,4 ,Europe,Couple
Hotel 1929,3.0 ,3 ,3 ,4 ,3 ,4 ,4 ,4 ,Europe,Couple
M Hotel Singapore,4.0 ,4 ,5 ,5 ,5 ,4 ,5 ,4 ,Europe,Couple
Carlton Hotel Singapore,4.0 ,3 ,5 ,4 ,3 ,4 ,5 ,4 ,Europe,Couple
Amara Singapore Hotel,4.0 ,4 ,5 ,5 ,4 ,5 ,4 ,4 ,Europe,Couple
Perak Hotel,2.5 ,4 ,4 ,4 ,4 ,5 ,5 ,5 ,Europe,Couple
Hotel 81 Dickson,2.0 ,2 ,3 ,2 ,2 ,4 ,1 ,3 ,Europe,Couple
Value Hotel Thomson,3.0 ,5 ,4 ,5 ,4 ,4 ,4 ,4 ,Europe,Couple
City Bayview Singapore,3.0 ,3 ,4 ,1 ,2 ,3 ,3 ,3 ,Europe,Couple
Studio M Hotel,4.0 ,3 ,3 ,4 ,3 ,3 ,3 ,3 ,Europe,Couple
Studio M Hotel,4.0 ,2 ,4 ,1 ,2 ,3 ,1 ,2 ,Europe,Couple
Peninsula Excelsior Hotel,3.5 ,4 ,5 ,4 ,3 ,5 ,4 ,4 ,Europe,Couple
Aqueen Hotel Balestier,,5 ,4 ,4 ,3 ,5 ,4 ,4 ,Europe,Couple
Fragrance Hotel - Emerald,2.0 ,3 ,3 ,1 ,2 ,1 ,2 ,2 ,Europe,Couple
Moon Hotel,3.5 ,3 ,3 ,5 ,2 ,4 ,3 ,2 ,Europe,Couple
Landmark Village Hotel,3.0 ,3 ,4 ,4 ,2 ,3 ,2 ,3 ,Europe,Couple
Gallery Hotel,3.0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,Europe,Couple
Hotel Royal Singapore,3.5 ,3 ,4 ,2 ,3 ,4 ,3 ,3 ,Europe,Couple
Le Peranakan Hotel,2.0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,Europe,Couple
Hotel 81 - Palace,2.0 ,2 ,4 ,1 ,3 ,4 ,3 ,3 ,Europe,Couple
Hotel Bencoolen,,5 ,5 ,4 ,3 ,3 ,3 ,4 ,Europe,Couple
Hotel 81 - Orchid,2.0 ,4 ,3 ,3 ,2 ,4 ,2 ,3 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Fairmont Singapore,4.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Family
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
InterContinental Singapore,5.0 ,4 ,5 ,5 ,4 ,5 ,5 ,4 ,Europe,Family
Fullerton Hotel Singapore,5.0 ,3 ,4 ,4 ,4 ,4 ,2 ,3 ,Europe,Family
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Family
Fullerton Hotel Singapore,5.0 ,2 ,4 ,4 ,4 ,5 ,2 ,3 ,Europe,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Family
Swissotel The Stamford,4.5 ,3 ,5 ,5 ,4 ,4 ,4 ,5 ,Europe,Family
Marina Mandarin Singapore,4.5 ,1 ,4 ,1 ,1 ,3 ,3 ,4 ,Europe,Family
Concorde Hotel Singapore,4.0 ,4 ,4 ,4 ,5 ,5 ,4 ,4 ,Europe,Family
Furama RiverFront,4.0 ,5 ,4 ,5 ,4 ,4 ,5 ,4 ,Europe,Family
Mandarin Orchard Singapore,4.5 ,3 ,5 ,3 ,4 ,4 ,4 ,3 ,Europe,Family
City Bayview Singapore,3.0 ,4 ,4 ,5 ,4 ,5 ,4 ,4 ,Europe,Family
Landmark Village Hotel,3.0 ,3 ,2 ,4 ,4 ,4 ,4 ,4 ,Europe,Family
Hotel Royal Singapore,3.5 ,5 ,3 ,4 ,4 ,4 ,5 ,4 ,Europe,Family
Hotel Grand Chancellor Singapore,3.0 ,1 ,1 ,3 ,2 ,4 ,3 ,2 ,Europe,Family
Grand Park City Hall,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Conrad Centennial Singapore,5.0 ,3 ,4 ,5 ,5 ,5 ,5 ,4 ,North America,Business
Marriott Hotel Singapore,4.5 ,1 ,4 ,2 ,3 ,3 ,2 ,2 ,North America,Business
Pan Pacific Orchard,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,4 ,North America,Couple
Pan Pacific Orchard,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Family
Four Seasons Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Hilton Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Family
Shangri-La Hotel,5.0 ,3 ,3 ,3 ,3 ,4 ,4 ,3 ,North America,Business
Hilton Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,4 ,4 ,North America,Business
Hilton Singapore,4.5 ,5 ,5 ,5 ,4 ,4 ,4 ,4 ,North America,Business
Swissotel The Stamford,4.5 ,2 ,4 ,3 ,2 ,4 ,2 ,2 ,North America,Business
Marina Bay Sands,5.0 ,3 ,3 ,5 ,3 ,4 ,3 ,3 ,North America,Business
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Royal Plaza on Scotts,4.5 ,2 ,4 ,2 ,3 ,3 ,3 ,3 ,North America,Couple
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,North America,Business
Quincy Hotel,4.0 ,4 ,4 ,3 ,3 ,4 ,5 ,4 ,North America,Business
Wangz Hotel,4.0 ,5 ,5 ,4 ,4 ,5 ,5 ,5 ,North America,Business
Swissotel Merchant Court,4.0 ,4 ,5 ,4 ,4 ,4 ,4 ,4 ,North America,Business
Pan Pacific Orchard,4.5 ,3 ,4 ,3 ,3 ,4 ,5 ,4 ,North America,Business
Marina Bay Sands,5.0 ,2 ,4 ,4 ,3 ,3 ,1 ,2 ,North America,Business
Mandarin Orchard Singapore,4.5 ,1 ,4 ,1 ,2 ,1 ,1 ,1 ,North America,Business
Moon Hotel,3.5 ,3 ,4 ,4 ,2 ,4 ,4 ,3 ,North America,Business
Marina Bay Sands,5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Moon Hotel,3.5 ,3 ,4 ,4 ,2 ,4 ,4 ,3 ,North America,Couple
Pan Pacific Singapore,4.5 ,2 ,5 ,4 ,3 ,5 ,1 ,3 ,North America,Family
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Family
Park Hotel Clarke Quay,4.0 ,4 ,4 ,4 ,4 ,5 ,2 ,3 ,North America,Family
Swissotel Merchant Court,4.0 ,3 ,5 ,2 ,3 ,3 ,5 ,3 ,North America,Family
Landmark Village Hotel,3.0 ,1 ,1 ,2 ,3 ,2 ,1 ,1 ,North America,Business
Furama RiverFront,4.0 ,3 ,1 ,4 ,4 ,5 ,4 ,3 ,North America,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Ambassador Transit Hotel Terminal 3,,5 ,5 ,4 ,4 ,5 ,4 ,4 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
PARKROYAL on Kitchener Road,4.0 ,5 ,5 ,5 ,4 ,5 ,4 ,4 ,Asia,Couple
Fairmont Singapore,4.5 ,4 ,5 ,4 ,5 ,5 ,5 ,4 ,Asia,Family
City Bayview Singapore,3.0 ,4 ,4 ,3 ,3 ,3 ,3 ,3 ,Asia,Family
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,4 ,Asia,Couple
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
Swissotel Merchant Court,4.0 ,3 ,4 ,4 ,4 ,4 ,2 ,3 ,Asia,Couple
Marina Bay Sands,5.0 ,4 ,5 ,3 ,3 ,5 ,3 ,5 ,Asia,Couple
Furama City Centre,4.0 ,4 ,4 ,5 ,5 ,5 ,1 ,4 ,Asia,Couple
Swissotel The Stamford,4.5 ,3 ,5 ,4 ,4 ,4 ,4 ,4 ,Asia,Business
Swissotel Merchant Court,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
Conrad Centennial Singapore,5.0 ,3 ,3 ,4 ,4 ,3 ,4 ,5 ,Europe,Business
Goodwood Park Hotel,4.0 ,2 ,5 ,3 ,2 ,3 ,3 ,3 ,Europe,Couple
Hotel 81 Dickson,2.0 ,3 ,3 ,3 ,3 ,2 ,3 ,3 ,Asia,Couple
Value Hotel Thomson,3.0 ,3 ,2 ,4 ,4 ,4 ,3 ,3 ,Asia,Couple
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Hotel Royal at Queens,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Family
Swissotel Merchant Court,4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Hotel 81 Dickson,2.0 ,5 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Couple
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Business
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Swissotel The Stamford,4.5 ,4 ,4 ,5 ,4 ,4 ,4 ,4 ,Europe,Couple
Marina Bay Sands,5.0 ,2 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,2 ,3 ,4 ,3 ,5 ,1 ,2 ,Asia,Couple
Marina Bay Sands,5.0 ,3 ,3 ,4 ,5 ,5 ,2 ,3 ,Asia,Couple
Grand Mercure Roxy Singapore,4.0 ,4 ,3 ,5 ,4 ,4 ,4 ,4 ,Asia,Family
Albert Court Village Hotel,3.5 ,3 ,3 ,5 ,3 ,4 ,3 ,3 ,Europe,Business
Furama City Centre,4.0 ,3 ,4 ,4 ,4 ,3 ,3 ,4 ,Europe,Couple
Albert Court Village Hotel,3.5 ,3 ,3 ,5 ,3 ,4 ,3 ,3 ,Europe,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Quincy Hotel,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,3 ,5 ,5 ,4 ,1 ,3 ,Oceania,Couple
Park Hotel Clarke Quay,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Park Hotel Clarke Quay,4.0 ,3 ,3 ,4 ,4 ,5 ,3 ,4 ,Europe,Couple
Wangz Hotel,4.0 ,4 ,4 ,5 ,5 ,4 ,5 ,4 ,Europe,Couple
PARKROYAL on Beach Road,4.0 ,4 ,4 ,4 ,4 ,4 ,3 ,4 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Family
Orchard Hotel Singapore,4.0 ,2 ,4 ,1 ,2 ,2 ,1 ,2 ,Europe,Business
Hotel 81 Dickson,2.0 ,1 ,3 ,1 ,1 ,1 ,2 ,1 ,Europe,Couple
Fragrance Hotel - Emerald,2.0 ,2 ,2 ,2 ,2 ,2 ,3 ,2 ,Europe,Couple
Cultural Hotel,2.5 ,2 ,3 ,2 ,2 ,2 ,2 ,2 ,Europe,Family
Aqueen Hotel Lavender,,5 ,3 ,5 ,4 ,5 ,4 ,4 ,Asia,Business
Furama RiverFront,4.0 ,5 ,5 ,4 ,4 ,5 ,4 ,4 ,Europe,Couple
Holiday Inn Atrium Singapore,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Shangri-La Hotel,5.0 ,2 ,5 ,5 ,5 ,4 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Business
Concorde Hotel Singapore,4.0 ,4 ,5 ,4 ,4 ,4 ,4 ,4 ,Europe,Couple
Marriott Hotel Singapore,4.5 ,1 ,4 ,3 ,3 ,3 ,4 ,4 ,Europe,Family
Victoria Hotel,2.0 ,5 ,5 ,4 ,3 ,5 ,4 ,4 ,Asia,Business
